            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2460164.000000000, A.D. 2023-Aug-07 12:00:00.0000,  3.173316306772754E+05,  2.046894429153287E+05,  3.031765790279111E+03,
2460164.020833333, A.D. 2023-Aug-07 12:30:00.0000,  3.164227675077685E+05,  2.063122598049305E+05,  3.196150560162438E+03,
2460164.041666667, A.D. 2023-Aug-07 13:00:00.0000,  3.155062105806598E+05,  2.079300279876705E+05,  3.360457421643063E+03,
2460164.062500000, A.D. 2023-Aug-07 13:30:00.0000,  3.145819892089343E+05,  2.095427133473979E+05,  3.524682448324107E+03,
2460164.083333333, A.D. 2023-Aug-07 14:00:00.0000,  3.136501328377440E+05,  2.111502819604764E+05,  3.688821723382222E+03,
2460164.104166667, A.D. 2023-Aug-07 14:30:00.0000,  3.127106710430660E+05,  2.127527000959512E+05,  3.852871339638164E+03,
2460164.125000000, A.D. 2023-Aug-07 15:00:00.0000,  3.117636335303678E+05,  2.143499342157054E+05,  4.016827399626520E+03,
2460164.145833333, A.D. 2023-Aug-07 15:30:00.0000,  3.108090501332776E+05,  2.159419509746087E+05,  4.180686015664192E+03,
2460164.166666667, A.D. 2023-Aug-07 16:00:00.0000,  3.098469508122595E+05,  2.175287172206561E+05,  4.344443309918293E+03,
2460164.187500000, A.D. 2023-Aug-07 16:30:00.0000,  3.088773656532954E+05,  2.191101999950983E+05,  4.508095414472904E+03,
2460164.208333333, A.D. 2023-Aug-07 17:00:00.0000,  3.079003248665716E+05,  2.206863665325625E+05,  4.671638471394792E+03,
2460164.229166667, A.D. 2023-Aug-07 17:30:00.0000,  3.069158587851726E+05,  2.222571842611658E+05,  4.835068632798575E+03,
2460164.250000000, A.D. 2023-Aug-07 18:00:00.0000,  3.059239978637783E+05,  2.238226208026187E+05,  4.998382060910633E+03,
2460164.270833333, A.D. 2023-Aug-07 18:30:00.0000,  3.049247726773690E+05,  2.253826439723206E+05,  5.161574928132279E+03,
2460164.291666667, A.D. 2023-Aug-07 19:00:00.0000,  3.039182139199359E+05,  2.269372217794477E+05,  5.324643417101921E+03,
2460164.312500000, A.D. 2023-Aug-07 19:30:00.0000,  3.029043524031962E+05,  2.284863224270312E+05,  5.487583720756433E+03,
2460164.333333333, A.D. 2023-Aug-07 20:00:00.0000,  3.018832190553155E+05,  2.300299143120285E+05,  5.650392042391730E+03,
2460164.354166667, A.D. 2023-Aug-07 20:30:00.0000,  3.008548449196354E+05,  2.315679660253859E+05,  5.813064595722113E+03,
2460164.375000000, A.D. 2023-Aug-07 21:00:00.0000,  2.998192611534072E+05,  2.331004463520938E+05,  5.975597604939147E+03,
2460164.395833333, A.D. 2023-Aug-07 21:30:00.0000,  2.987764990265314E+05,  2.346273242712326E+05,  6.137987304769485E+03,
2460164.416666667, A.D. 2023-Aug-07 22:00:00.0000,  2.977265899203033E+05,  2.361485689560137E+05,  6.300229940531761E+03,
2460164.437500000, A.D. 2023-Aug-07 22:30:00.0000,  2.966695653261650E+05,  2.376641497738097E+05,  6.462321768192822E+03,
2460164.458333333, A.D. 2023-Aug-07 23:00:00.0000,  2.956054568444625E+05,  2.391740362861794E+05,  6.624259054422917E+03,
2460164.479166667, A.D. 2023-Aug-07 23:30:00.0000,  2.945342961832097E+05,  2.406781982488842E+05,  6.786038076650380E+03,
2460164.500000000, A.D. 2023-Aug-08 00:00:00.0000,  2.934561151568581E+05,  2.421766056118980E+05,  6.947655123114950E+03,
2460164.520833333, A.D. 2023-Aug-08 00:30:00.0000,  2.923709456850779E+05,  2.436692285194068E+05,  7.109106492920473E+03,
2460164.541666667, A.D. 2023-Aug-08 01:00:00.0000,  2.912788197915388E+05,  2.451560373098055E+05,  7.270388496086947E+03,
2460164.562500000, A.D. 2023-Aug-08 01:30:00.0000,  2.901797696026920E+05,  2.466370025156877E+05,  7.431497453602016E+03,
2460164.583333333, A.D. 2023-Aug-08 02:00:00.0000,  2.890738273465679E+05,  2.481120948638257E+05,  7.592429697471263E+03,
2460164.604166667, A.D. 2023-Aug-08 02:30:00.0000,  2.879610253515768E+05,  2.495812852751450E+05,  7.753181570767745E+03,
2460164.625000000, A.D. 2023-Aug-08 03:00:00.0000,  2.868413960453160E+05,  2.510445448646919E+05,  7.913749427680770E+03,
2460164.645833333, A.D. 2023-Aug-08 03:30:00.0000,  2.857149719533824E+05,  2.525018449415946E+05,  8.074129633563993E+03,
2460164.666666667, A.D. 2023-Aug-08 04:00:00.0000,  2.845817856981921E+05,  2.539531570090182E+05,  8.234318564982532E+03,
2460164.687500000, A.D. 2023-Aug-08 04:30:00.0000,  2.834418699978057E+05,  2.553984527641126E+05,  8.394312609759712E+03,
2460164.708333333, A.D. 2023-Aug-08 05:00:00.0000,  2.822952576647599E+05,  2.568377040979547E+05,  8.554108167022612E+03,
2460164.729166667, A.D. 2023-Aug-08 05:30:00.0000,  2.811419816049059E+05,  2.582708830954842E+05,  8.713701647247071E+03,
2460164.750000000, A.D. 2023-Aug-08 06:00:00.0000,  2.799820748162526E+05,  2.596979620354330E+05,  8.873089472302032E+03,
2460164.770833333, A.D. 2023-Aug-08 06:30:00.0000,  2.788155703878180E+05,  2.611189133902491E+05,  9.032268075492932E+03,
2460164.791666667, A.D. 2023-Aug-08 07:00:00.0000,  2.776425014984854E+05,  2.625337098260144E+05,  9.191233901604734E+03,
2460164.812500000, A.D. 2023-Aug-08 07:30:00.0000,  2.764629014158663E+05,  2.639423242023562E+05,  9.349983406943706E+03,
2460164.833333333, A.D. 2023-Aug-08 08:00:00.0000,  2.752768034951697E+05,  2.653447295723539E+05,  9.508513059378951E+03,
2460164.854166667, A.D. 2023-Aug-08 08:30:00.0000,  2.740842411780776E+05,  2.667408991824394E+05,  9.666819338383080E+03,
2460164.875000000, A.D. 2023-Aug-08 09:00:00.0000,  2.728852479916262E+05,  2.681308064722921E+05,  9.824898735072027E+03,
2460164.895833333, A.D. 2023-Aug-08 09:30:00.0000,  2.716798575470948E+05,  2.695144250747281E+05,  9.982747752244541E+03,
2460164.916666667, A.D. 2023-Aug-08 10:00:00.0000,  2.704681035388990E+05,  2.708917288155855E+05,  1.014036290442053E+04,
2460164.937500000, A.D. 2023-Aug-08 10:30:00.0000,  2.692500197434921E+05,  2.722626917136020E+05,  1.029774071787915E+04,
2460164.958333333, A.D. 2023-Aug-08 11:00:00.0000,  2.680256400182708E+05,  2.736272879802900E+05,  1.045487773069594E+04,
2460164.979166667, A.D. 2023-Aug-08 11:30:00.0000,  2.667949983004892E+05,  2.749854920198040E+05,  1.061177049277943E+04,
2460165.000000000, A.D. 2023-Aug-08 12:00:00.0000,  2.655581286061771E+05,  2.763372784288053E+05,  1.076841556590718E+04,
2460165.020833333, A.D. 2023-Aug-08 12:30:00.0000,  2.643150650290665E+05,  2.776826219963206E+05,  1.092480952376084E+04,
2460165.041666667, A.D. 2023-Aug-08 13:00:00.0000,  2.630658417395221E+05,  2.790214977035954E+05,  1.108094895196088E+04,
2460165.062500000, A.D. 2023-Aug-08 13:30:00.0000,  2.618104929834802E+05,  2.803538807239441E+05,  1.123683044810066E+04,
2460165.083333333, A.D. 2023-Aug-08 14:00:00.0000,  2.605490530813919E+05,  2.816797464225938E+05,  1.139245062177979E+04,
2460165.104166667, A.D. 2023-Aug-08 14:30:00.0000,  2.592815564271743E+05,  2.829990703565247E+05,  1.154780609463672E+04,
2460165.125000000, A.D. 2023-Aug-08 15:00:00.0000,  2.580080374871665E+05,  2.843118282743056E+05,  1.170289350038115E+04,
2460165.145833333, A.D. 2023-Aug-08 15:30:00.0000,  2.567285307990924E+05,  2.856179961159250E+05,  1.185770948482526E+04,
2460165.166666667, A.D. 2023-Aug-08 16:00:00.0000,  2.554430709710293E+05,  2.869175500126177E+05,  1.201225070591501E+04,
2460165.187500000, A.D. 2023-Aug-08 16:30:00.0000,  2.541516926803835E+05,  2.882104662866878E+05,  1.216651383376007E+04,
2460165.208333333, A.D. 2023-Aug-08 17:00:00.0000,  2.528544306728707E+05,  2.894967214513264E+05,  1.232049555066394E+04,
2460165.229166667, A.D. 2023-Aug-08 17:30:00.0000,  2.515513197615040E+05,  2.907762922104271E+05,  1.247419255115300E+04,
2460165.250000000, A.D. 2023-Aug-08 18:00:00.0000,  2.502423948255870E+05,  2.920491554583949E+05,  1.262760154200495E+04,
2460165.270833333, A.D. 2023-Aug-08 18:30:00.0000,  2.489276908097129E+05,  2.933152882799535E+05,  1.278071924227726E+04,
2460165.291666667, A.D. 2023-Aug-08 19:00:00.0000,  2.476072427227708E+05,  2.945746679499479E+05,  1.293354238333421E+04,
2460165.312500000, A.D. 2023-Aug-08 19:30:00.0000,  2.462810856369565E+05,  2.958272719331429E+05,  1.308606770887405E+04,
2460165.333333333, A.D. 2023-Aug-08 20:00:00.0000,  2.449492546867911E+05,  2.970730778840180E+05,  1.323829197495547E+04,
2460165.354166667, A.D. 2023-Aug-08 20:30:00.0000,  2.436117850681439E+05,  2.983120636465597E+05,  1.339021195002332E+04,
2460165.375000000, A.D. 2023-Aug-08 21:00:00.0000,  2.422687120372627E+05,  2.995442072540486E+05,  1.354182441493390E+04,
2460165.395833333, A.D. 2023-Aug-08 21:30:00.0000,  2.409200709098089E+05,  3.007694869288442E+05,  1.369312616297996E+04,
2460165.416666667, A.D. 2023-Aug-08 22:00:00.0000,  2.395658970598998E+05,  3.019878810821665E+05,  1.384411399991467E+04,
2460165.437500000, A.D. 2023-Aug-08 22:30:00.0000,  2.382062259191556E+05,  3.031993683138728E+05,  1.399478474397575E+04,
2460165.458333333, A.D. 2023-Aug-08 23:00:00.0000,  2.368410929757537E+05,  3.044039274122333E+05,  1.414513522590845E+04,
2460165.479166667, A.D. 2023-Aug-08 23:30:00.0000,  2.354705337734871E+05,  3.056015373537015E+05,  1.429516228898834E+04,
2460165.500000000, A.D. 2023-Aug-09 00:00:00.0000,  2.340945839108308E+05,  3.067921773026831E+05,  1.444486278904382E+04,
2460165.520833333, A.D. 2023-Aug-09 00:30:00.0000,  2.327132790400123E+05,  3.079758266113009E+05,  1.459423359447763E+04,
2460165.541666667, A.D. 2023-Aug-09 01:00:00.0000,  2.313266548660888E+05,  3.091524648191571E+05,  1.474327158628822E+04,
2460165.562500000, A.D. 2023-Aug-09 01:30:00.0000,  2.299347471460299E+05,  3.103220716530929E+05,  1.489197365809073E+04,
2460165.583333333, A.D. 2023-Aug-09 02:00:00.0000,  2.285375916878064E+05,  3.114846270269442E+05,  1.504033671613719E+04,
2460165.604166667, A.D. 2023-Aug-09 02:30:00.0000,  2.271352243494848E+05,  3.126401110412964E+05,  1.518835767933648E+04,
2460165.625000000, A.D. 2023-Aug-09 03:00:00.0000,  2.257276810383268E+05,  3.137885039832346E+05,  1.533603347927383E+04,
2460165.645833333, A.D. 2023-Aug-09 03:30:00.0000,  2.243149977098957E+05,  3.149297863260921E+05,  1.548336106022961E+04,
2460165.666666667, A.D. 2023-Aug-09 04:00:00.0000,  2.228972103671678E+05,  3.160639387291968E+05,  1.563033737919819E+04,
2460165.687500000, A.D. 2023-Aug-09 04:30:00.0000,  2.214743550596490E+05,  3.171909420376135E+05,  1.577695940590595E+04,
2460165.708333333, A.D. 2023-Aug-09 05:00:00.0000,  2.200464678824984E+05,  3.183107772818855E+05,  1.592322412282873E+04,
2460165.729166667, A.D. 2023-Aug-09 05:30:00.0000,  2.186135849756562E+05,  3.194234256777727E+05,  1.606912852520945E+04,
2460165.750000000, A.D. 2023-Aug-09 06:00:00.0000,  2.171757425229774E+05,  3.205288686259877E+05,  1.621466962107472E+04,
2460165.770833333, A.D. 2023-Aug-09 06:30:00.0000,  2.157329767513718E+05,  3.216270877119298E+05,  1.635984443125140E+04,
2460165.791666667, A.D. 2023-Aug-09 07:00:00.0000,  2.142853239299488E+05,  3.227180647054162E+05,  1.650464998938248E+04,
2460165.812500000, A.D. 2023-Aug-09 07:30:00.0000,  2.128328203691677E+05,  3.238017815604123E+05,  1.664908334194284E+04,
2460165.833333333, A.D. 2023-Aug-09 08:00:00.0000,  2.113755024199939E+05,  3.248782204147578E+05,  1.679314154825450E+04,
2460165.854166667, A.D. 2023-Aug-09 08:30:00.0000,  2.099134064730599E+05,  3.259473635898931E+05,  1.693682168050118E+04,
2460165.875000000, A.D. 2023-Aug-09 09:00:00.0000,  2.084465689578326E+05,  3.270091935905822E+05,  1.708012082374313E+04,
2460165.895833333, A.D. 2023-Aug-09 09:30:00.0000,  2.069750263417850E+05,  3.280636931046341E+05,  1.722303607593090E+04,
2460165.916666667, A.D. 2023-Aug-09 10:00:00.0000,  2.054988151295734E+05,  3.291108450026223E+05,  1.736556454791914E+04,
2460165.937500000, A.D. 2023-Aug-09 10:30:00.0000,  2.040179718622209E+05,  3.301506323376027E+05,  1.750770336348006E+04,
2460165.958333333, A.D. 2023-Aug-09 11:00:00.0000,  2.025325331163048E+05,  3.311830383448291E+05,  1.764944965931619E+04,
2460165.979166667, A.D. 2023-Aug-09 11:30:00.0000,  2.010425355031500E+05,  3.322080464414677E+05,  1.779080058507308E+04,
2460166.000000000, A.D. 2023-Aug-09 12:00:00.0000,  1.995480156680277E+05,  3.332256402263099E+05,  1.793175330335154E+04,
2460166.020833333, A.D. 2023-Aug-09 12:30:00.0000,  1.980490102893585E+05,  3.342358034794828E+05,  1.807230498971955E+04,
2460166.041666667, A.D. 2023-Aug-09 13:00:00.0000,  1.965455560779218E+05,  3.352385201621585E+05,  1.821245283272387E+04,
2460166.062500000, A.D. 2023-Aug-09 13:30:00.0000,  1.950376897760692E+05,  3.362337744162623E+05,  1.835219403390124E+04,
2460166.083333333, A.D. 2023-Aug-09 14:00:00.0000,  1.935254481569437E+05,  3.372215505641790E+05,  1.849152580778922E+04,
2460166.104166667, A.D. 2023-Aug-09 14:30:00.0000,  1.920088680237036E+05,  3.382018331084577E+05,  1.863044538193684E+04,
2460166.125000000, A.D. 2023-Aug-09 15:00:00.0000,  1.904879862087514E+05,  3.391746067315153E+05,  1.876894999691487E+04,
2460166.145833333, A.D. 2023-Aug-09 15:30:00.0000,  1.889628395729681E+05,  3.401398562953389E+05,  1.890703690632572E+04,
2460166.166666667, A.D. 2023-Aug-09 16:00:00.0000,  1.874334650049516E+05,  3.410975668411870E+05,  1.904470337681299E+04,
2460166.187500000, A.D. 2023-Aug-09 16:30:00.0000,  1.858998994202612E+05,  3.420477235892887E+05,  1.918194668807097E+04,
2460166.208333333, A.D. 2023-Aug-09 17:00:00.0000,  1.843621797606656E+05,  3.429903119385425E+05,  1.931876413285344E+04,
2460166.229166667, A.D. 2023-Aug-09 17:30:00.0000,  1.828203429933968E+05,  3.439253174662141E+05,  1.945515301698256E+04,
2460166.250000000, A.D. 2023-Aug-09 18:00:00.0000,  1.812744261104083E+05,  3.448527259276316E+05,  1.959111065935729E+04,
2460166.270833333, A.D. 2023-Aug-09 18:30:00.0000,  1.797244661276385E+05,  3.457725232558820E+05,  1.972663439196143E+04,
2460166.291666667, A.D. 2023-Aug-09 19:00:00.0000,  1.781705000842781E+05,  3.466846955615043E+05,  1.986172155987147E+04,
2460166.312500000, A.D. 2023-Aug-09 19:30:00.0000,  1.766125650420428E+05,  3.475892291321837E+05,  1.999636952126437E+04,
2460166.333333333, A.D. 2023-Aug-09 20:00:00.0000,  1.750506980844505E+05,  3.484861104324426E+05,  2.013057564742476E+04,
2460166.354166667, A.D. 2023-Aug-09 20:30:00.0000,  1.734849363161033E+05,  3.493753261033334E+05,  2.026433732275170E+04,
2460166.375000000, A.D. 2023-Aug-09 21:00:00.0000,  1.719153168619736E+05,  3.502568629621278E+05,  2.039765194476602E+04,
2460166.395833333, A.D. 2023-Aug-09 21:30:00.0000,  1.703418768666952E+05,  3.511307080020072E+05,  2.053051692411629E+04,
2460166.416666667, A.D. 2023-Aug-09 22:00:00.0000,  1.687646534938589E+05,  3.519968483917512E+05,  2.066292968458551E+04,
2460166.437500000, A.D. 2023-Aug-09 22:30:00.0000,  1.671836839253124E+05,  3.528552714754257E+05,  2.079488766309690E+04,
2460166.458333333, A.D. 2023-Aug-09 23:00:00.0000,  1.655990053604644E+05,  3.537059647720706E+05,  2.092638830971955E+04,
2460166.479166667, A.D. 2023-Aug-09 23:30:00.0000,  1.640106550155942E+05,  3.545489159753862E+05,  2.105742908767425E+04,
2460166.500000000, A.D. 2023-Aug-10 00:00:00.0000,  1.624186701231643E+05,  3.553841129534195E+05,  2.118800747333845E+04,
2460166.520833333, A.D. 2023-Aug-10 00:30:00.0000,  1.608230879311381E+05,  3.562115437482495E+05,  2.131812095625159E+04,
2460166.541666667, A.D. 2023-Aug-10 01:00:00.0000,  1.592239457023018E+05,  3.570311965756722E+05,  2.144776703911982E+04,
2460166.562500000, A.D. 2023-Aug-10 01:30:00.0000,  1.576212807135907E+05,  3.578430598248848E+05,  2.157694323782041E+04,
2460166.583333333, A.D. 2023-Aug-10 02:00:00.0000,  1.560151302554194E+05,  3.586471220581694E+05,  2.170564708140648E+04,
2460166.604166667, A.D. 2023-Aug-10 02:30:00.0000,  1.544055316310166E+05,  3.594433720105767E+05,  2.183387611211064E+04,
2460166.625000000, A.D. 2023-Aug-10 03:00:00.0000,  1.527925221557632E+05,  3.602317985896086E+05,  2.196162788534947E+04,
2460166.645833333, A.D. 2023-Aug-10 03:30:00.0000,  1.511761391565364E+05,  3.610123908749005E+05,  2.208889996972703E+04,
2460166.666666667, A.D. 2023-Aug-10 04:00:00.0000,  1.495564199710553E+05,  3.617851381179038E+05,  2.221568994703823E+04,
2460166.687500000, A.D. 2023-Aug-10 04:30:00.0000,  1.479334019472331E+05,  3.625500297415673E+05,  2.234199541227228E+04,
2460166.708333333, A.D. 2023-Aug-10 05:00:00.0000,  1.463071224425312E+05,  3.633070553400185E+05,  2.246781397361582E+04,
2460166.729166667, A.D. 2023-Aug-10 05:30:00.0000,  1.446776188233190E+05,  3.640562046782448E+05,  2.259314325245585E+04,
2460166.750000000, A.D. 2023-Aug-10 06:00:00.0000,  1.430449284642363E+05,  3.647974676917739E+05,  2.271798088338244E+04,
2460166.770833333, A.D. 2023-Aug-10 06:30:00.0000,  1.414090887475606E+05,  3.655308344863551E+05,  2.284232451419110E+04,
2460166.791666667, A.D. 2023-Aug-10 07:00:00.0000,  1.397701370625778E+05,  3.662562953376386E+05,  2.296617180588559E+04,
2460166.812500000, A.D. 2023-Aug-10 07:30:00.0000,  1.381281108049566E+05,  3.669738406908565E+05,  2.308952043267952E+04,
2460166.833333333, A.D. 2023-Aug-10 08:00:00.0000,  1.364830473761270E+05,  3.676834611605018E+05,  2.321236808199872E+04,
2460166.854166667, A.D. 2023-Aug-10 08:30:00.0000,  1.348349841826630E+05,  3.683851475300088E+05,  2.333471245448303E+04,
2460166.875000000, A.D. 2023-Aug-10 09:00:00.0000,  1.331839586356677E+05,  3.690788907514326E+05,  2.345655126398784E+04,
2460166.895833333, A.D. 2023-Aug-10 09:30:00.0000,  1.315300081501634E+05,  3.697646819451284E+05,  2.357788223758555E+04,
2460166.916666667, A.D. 2023-Aug-10 10:00:00.0000,  1.298731701444852E+05,  3.704425123994310E+05,  2.369870311556716E+04,
2460166.937500000, A.D. 2023-Aug-10 10:30:00.0000,  1.282134820396771E+05,  3.711123735703343E+05,  2.381901165144294E+04,
2460166.958333333, A.D. 2023-Aug-10 11:00:00.0000,  1.265509812588935E+05,  3.717742570811703E+05,  2.393880561194397E+04,
2460166.979166667, A.D. 2023-Aug-10 11:30:00.0000,  1.248857052268024E+05,  3.724281547222890E+05,  2.405808277702256E+04,
2460167.000000000, A.D. 2023-Aug-10 12:00:00.0000,  1.232176913689936E+05,  3.730740584507371E+05,  2.417684093985314E+04,
2460167.020833333, A.D. 2023-Aug-10 12:30:00.0000,  1.215469771113897E+05,  3.737119603899374E+05,  2.429507790683288E+04,
2460167.041666667, A.D. 2023-Aug-10 13:00:00.0000,  1.198735998796604E+05,  3.743418528293687E+05,  2.441279149758175E+04,
2460167.062500000, A.D. 2023-Aug-10 13:30:00.0000,  1.181975970986406E+05,  3.749637282242444E+05,  2.452997954494317E+04,
2460167.083333333, A.D. 2023-Aug-10 14:00:00.0000,  1.165190061917520E+05,  3.755775791951930E+05,  2.464663989498385E+04,
2460167.104166667, A.D. 2023-Aug-10 14:30:00.0000,  1.148378645804276E+05,  3.761833985279367E+05,  2.476277040699386E+04,
2460167.125000000, A.D. 2023-Aug-10 15:00:00.0000,  1.131542096835395E+05,  3.767811791729718E+05,  2.487836895348653E+04,
2460167.145833333, A.D. 2023-Aug-10 15:30:00.0000,  1.114680789168307E+05,  3.773709142452482E+05,  2.499343342019786E+04,
2460167.166666667, A.D. 2023-Aug-10 16:00:00.0000,  1.097795096923493E+05,  3.779525970238498E+05,  2.510796170608659E+04,
2460167.187500000, A.D. 2023-Aug-10 16:30:00.0000,  1.080885394178865E+05,  3.785262209516741E+05,  2.522195172333330E+04,
2460167.208333333, A.D. 2023-Aug-10 17:00:00.0000,  1.063952054964172E+05,  3.790917796351130E+05,  2.533540139733965E+04,
2460167.229166667, A.D. 2023-Aug-10 17:30:00.0000,  1.046995453255446E+05,  3.796492668437331E+05,  2.544830866672794E+04,
2460167.250000000, A.D. 2023-Aug-10 18:00:00.0000,  1.030015962969471E+05,  3.801986765099568E+05,  2.556067148333983E+04,
2460167.270833333, A.D. 2023-Aug-10 18:30:00.0000,  1.013013957958284E+05,  3.807400027287425E+05,  2.567248781223563E+04,
2460167.291666667, A.D. 2023-Aug-10 19:00:00.0000,  9.959898120037152E+04,  3.812732397572667E+05,  2.578375563169285E+04,
2460167.312500000, A.D. 2023-Aug-10 19:30:00.0000,  9.789438988119438E+04,  3.817983820146048E+05,  2.589447293320522E+04,
2460167.333333333, A.D. 2023-Aug-10 20:00:00.0000,  9.618765920080958E+04,  3.823154240814135E+05,  2.600463772148106E+04,
